0,47,0
1,70,0
2,85,0
3,92,0
4,99,1
5,98,1
6,98,1
7,98,0
8,99,1
9,100,0
10,100,0
11,100,0
12,100,4
13,98,1
14,99,1
15,98,0
16,100,1
17,100,0
18,100,1
19,100,1
20,100,1
21,98,0
22,98,0
23,98,0
24,99,0
25,99,1
26,98,0
27,97,0
28,98,0
29,98,0
30,99,0
31,99,1
32,98,0
33,99,0
34,100,1
35,99,1
36,99,0
37,99,1
38,100,0
39,99,0
40,99,0
41,99,0
42,99,1
43,99,0
44,100,3
45,100,0
46,100,0
47,98,1
48,97,1
49,97,0
50,97,3
51,99,0
52,99,0
53,98,0
54,98,0
55,98,0
56,99,1
57,98,1
58,97,2
59,99,0
60,100,0
61,99,1
62,98,3
63,99,0
64,100,1
65,100,0
66,99,0
67,100,0
68,98,0
69,97,0
70,97,0
71,96,2
72,97,0
73,99,1
74,99,2
75,98,1
76,99,0
77,99,1
78,99,1
79,98,1
80,98,0
81,98,1
82,98,0
83,98,1
84,100,0
85,99,0
86,99,0
87,100,0
88,100,1
89,100,0
90,100,1
91,100,1
92,100,0
93,99,0
94,99,1
95,99,0
96,98,1
97,97,0
98,98,0
99,97,1
